Viewer_ID,Month_Year,Age_Group,Gender,Region,Channel_Watched,Anchor_Name,News_Category,Consumption_Frequency,News_Verdict,TRP_Score,Sensationalism_Score,Fake_Units_Consumed,Authentic_Units_Consumed,Sentiment_Score,Trust_Score,Knowledge_Accuracy_Pct
VWR1331,Apr-2023,26-40,Female,East,Times Now,Navika Kumar,Health,Daily,Fake,7.8,7.0,8,0,-4.86,3.8,39.2
VWR1332,Jun-2025,18-25,Male,North,News18,Amish Devgan,Politics,Daily,Authentic,7.2,7.6,0,9,5.0,8.3,93.6
VWR1333,Sep-2024,18-25,Female,South,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Fake,8.1,8.6,8,0,-1.94,3.6,20.2
VWR1334,Jan-2023,18-25,Female,West,NDTV,Ravish Kumar,Crime,Daily,Authentic,5.3,3.4,0,9,5.0,9.6,89.5
VWR1335,Oct-2025,41-60,Male,South,NDTV,Ravish Kumar,Health,Occasional,Authentic,6.6,6.0,1,8,5.0,10.0,65.8
VWR1336,Aug-2025,26-40,Male,West,News18,Amish Devgan,Politics,Daily,Fake,6.5,7.3,8,0,-2.45,3.0,36.6
VWR1337,Jan-2023,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,8.1,9.2,0,4,1.89,7.0,78.5
VWR1338,Sep-2024,41-60,Male,North,News18,Amish Devgan,Politics,Daily,Authentic,7.6,7.0,0,8,4.96,6.9,99.9
VWR1339,Feb-2023,41-60,Male,West,Republic TV,Arnab Goswami,Crime,Occasional,Misleading,9.4,9.7,4,2,-0.34,3.5,62.0
VWR1340,Aug-2022,26-40,Male,West,Republic TV,Arnab Goswami,Health,Weekly,Fake,8.7,9.3,4,1,-2.04,3.0,48.6
VWR1341,Feb-2024,26-40,Female,South,Aaj Tak,Anjana Om Kashyap,Health,Occasional,Misleading,8.8,8.5,3,1,0.76,3.9,49.9
VWR1342,Oct-2023,26-40,Male,North,Times Now,Rahul Shivshankar,Politics,Occasional,Fake,7.0,8.7,3,0,-1.29,3.1,46.7
VWR1343,Oct-2025,41-60,Male,East,Zee News/WION,Palki Sharma,Crime,Daily,Authentic,7.1,5.9,0,6,3.85,7.8,100.0
VWR1344,Jan-2022,26-40,Female,Central,News18,Amish Devgan,Economy,Daily,Misleading,7.5,7.6,3,1,-0.43,4.3,55.3
VWR1345,Apr-2023,41-60,Male,East,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.8,3.2,0,8,5.0,10.0,90.8
VWR1346,Aug-2025,41-60,Male,North,Times Now,Rahul Shivshankar,Economy,Daily,Fake,7.7,6.9,5,0,0.71,4.7,47.3
VWR1347,May-2024,18-25,Male,West,Times Now,Rahul Shivshankar,Health,Weekly,Fake,8.4,9.4,4,1,-1.62,4.1,39.8
VWR1348,Nov-2023,18-25,Female,South,Times Now,Rahul Shivshankar,Health,Daily,Authentic,7.5,7.0,1,4,1.11,6.7,71.8
VWR1349,May-2022,41-60,Female,East,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.2,4.4,0,7,4.9,9.0,82.6
VWR1350,Sep-2023,26-40,Male,West,Republic TV,Arnab Goswami,Politics,Weekly,Misleading,9.4,10.0,3,3,-0.49,5.5,55.0
VWR1351,Dec-2024,18-25,Male,East,Zee News/WION,Palki Sharma,Economy,Weekly,Authentic,7.5,5.2,1,7,3.73,7.7,83.4
VWR1352,Aug-2023,60+,Male,West,Times Now,Navika Kumar,Politics,Weekly,Misleading,6.7,6.1,4,2,0.48,5.0,56.4
VWR1353,Jul-2025,18-25,Male,West,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.3,5.3,0,4,2.37,7.6,69.0
VWR1354,Aug-2022,60+,Male,East,News18,Amish Devgan,Crime,Weekly,Misleading,7.2,8.0,1,3,1.41,6.9,68.6
VWR1355,Feb-2024,41-60,Female,North,Times Now,Navika Kumar,Politics,Weekly,Fake,7.2,6.1,7,1,-1.89,3.5,41.1
VWR1356,May-2025,41-60,Female,West,NDTV,Ravish Kumar,Health,Daily,Misleading,5.3,3.6,3,2,0.41,6.9,63.6
VWR1357,Jan-2024,18-25,Male,Central,NDTV,Ravish Kumar,Crime,Weekly,Authentic,6.4,2.5,0,4,3.77,9.2,76.8
VWR1358,Jun-2025,18-25,Female,North,Times Now,Rahul Shivshankar,Economy,Occasional,Misleading,8.7,7.0,3,2,0.58,5.8,62.6
VWR1359,Jul-2022,26-40,Female,South,Aaj Tak,Anjana Om Kashyap,Health,Daily,Fake,8.8,8.8,3,0,-1.0,4.4,50.2
VWR1360,Oct-2023,18-25,Female,North,Times Now,Navika Kumar,Politics,Daily,Authentic,6.7,7.0,0,6,3.93,7.7,96.3
VWR1361,Sep-2024,26-40,Male,West,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.0,2.6,1,7,4.87,10.0,89.9
VWR1362,May-2022,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Health,Daily,Misleading,8.8,9.8,1,2,0.35,5.5,62.6
VWR1363,Feb-2025,18-25,Male,North,News18,Amish Devgan,Crime,Occasional,Authentic,7.6,7.0,0,6,2.63,6.3,82.0
VWR1364,Dec-2022,18-25,Male,West,News18,Amish Devgan,Economy,Daily,Authentic,7.2,6.2,1,7,3.03,7.6,88.6
VWR1365,Aug-2025,41-60,Female,North,Zee News/WION,Palki Sharma,Health,Weekly,Authentic,6.5,4.9,1,8,3.61,8.5,84.8
VWR1366,Feb-2023,18-25,Female,West,Republic TV,Arnab Goswami,Politics,Weekly,Fake,8.9,9.5,6,0,-1.71,3.9,25.6
VWR1367,Jul-2022,18-25,Male,South,News18,Amish Devgan,Economy,Weekly,Fake,6.5,7.6,5,1,-2.71,4.4,50.9
VWR1368,Apr-2024,41-60,Male,South,NDTV,Ravish Kumar,Politics,Daily,Fake,6.2,4.6,4,1,0.33,5.7,49.4
VWR1369,Oct-2025,60+,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,9.2,8.6,7,0,-3.62,3.3,42.4
VWR1370,Apr-2023,26-40,Female,North,Aaj Tak,Anjana Om Kashyap,Health,Daily,Authentic,7.9,8.7,1,6,3.74,6.7,82.3
VWR1371,May-2025,18-25,Female,East,NDTV,Ravish Kumar,Economy,Daily,Misleading,6.6,2.6,2,3,1.89,7.4,72.7
VWR1372,Feb-2022,26-40,Male,East,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Misleading,9.0,9.5,2,2,0.42,4.5,84.2
VWR1373,Jul-2024,60+,Female,North,Zee News/WION,Palki Sharma,Politics,Occasional,Fake,7.2,5.1,7,0,-1.96,4.4,47.3
VWR1374,Dec-2024,41-60,Female,North,Times Now,Navika Kumar,Politics,Daily,Fake,6.5,6.5,7,0,-1.65,4.2,34.2
VWR1375,Feb-2023,41-60,Female,North,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Fake,8.0,7.3,5,1,-1.72,4.9,51.9
VWR1376,Oct-2025,26-40,Male,West,NDTV,Ravish Kumar,Politics,Daily,Fake,5.7,4.7,7,1,-2.33,6.8,41.4
VWR1377,Apr-2024,26-40,Male,West,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.8,6.2,4,1,-0.08,4.2,54.6
VWR1378,Nov-2025,18-25,Male,North,Times Now,Navika Kumar,Crime,Occasional,Authentic,8.1,6.3,1,9,3.47,8.7,80.0
VWR1379,Aug-2024,41-60,Female,East,Times Now,Rahul Shivshankar,Economy,Daily,Authentic,7.9,7.5,1,5,1.33,7.7,86.9
VWR1380,Apr-2024,41-60,Female,North,Times Now,Navika Kumar,Politics,Occasional,Authentic,7.1,5.8,1,8,4.68,7.6,70.6
VWR1381,Dec-2022,60+,Other,Central,Republic TV,Arnab Goswami,Politics,Weekly,Authentic,8.7,8.3,0,7,4.53,7.7,89.4
VWR1382,Jan-2023,26-40,Female,Central,Times Now,Rahul Shivshankar,Health,Weekly,Authentic,8.1,5.5,1,3,2.47,6.5,57.4
VWR1383,Oct-2023,18-25,Male,West,NDTV,Ravish Kumar,Health,Weekly,Authentic,5.3,4.1,1,9,5.0,8.7,86.9
VWR1384,Jun-2025,26-40,Male,Central,Aaj Tak,Anjana Om Kashyap,Economy,Daily,Misleading,9.5,8.4,3,3,0.09,4.7,65.2
VWR1385,Dec-2025,41-60,Male,West,News18,Amish Devgan,Politics,Daily,Fake,6.9,9.8,7,1,-1.59,3.1,47.4
VWR1386,May-2024,41-60,Male,West,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,9.5,8.0,8,1,-1.68,3.4,44.7
VWR1387,Jun-2024,18-25,Female,East,Zee News/WION,Palki Sharma,Crime,Weekly,Authentic,6.8,4.3,1,6,3.88,8.6,80.5
VWR1388,Mar-2023,26-40,Female,South,Republic TV,Arnab Goswami,Crime,Occasional,Fake,9.1,9.0,7,0,-3.7,2.1,44.9
VWR1389,Apr-2025,26-40,Male,North,NDTV,Ravish Kumar,Crime,Weekly,Authentic,5.5,3.7,1,5,2.65,8.6,78.0
VWR1390,Apr-2022,26-40,Female,South,Times Now,Rahul Shivshankar,Crime,Daily,Fake,7.3,6.8,3,1,0.28,5.7,50.8
VWR1391,Sep-2024,41-60,Female,East,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Fake,8.9,9.3,5,1,-2.64,4.0,51.5
VWR1392,Oct-2025,26-40,Male,North,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.2,8.7,3,1,-1.4,6.1,49.2
VWR1393,Sep-2022,41-60,Male,North,Republic TV,Arnab Goswami,Health,Daily,Authentic,8.9,8.4,1,6,2.58,7.5,80.9
VWR1394,Feb-2025,26-40,Male,South,Times Now,Navika Kumar,Crime,Daily,Fake,7.1,5.4,7,0,-2.02,4.0,33.2
VWR1395,Apr-2023,41-60,Male,North,Aaj Tak,Anjana Om Kashyap,Health,Daily,Authentic,8.7,7.0,0,9,5.0,7.4,84.1
VWR1396,Feb-2024,26-40,Female,East,Zee News/WION,Palki Sharma,Crime,Occasional,Fake,5.4,4.6,4,0,-0.42,4.9,51.6
VWR1397,Jul-2025,41-60,Male,Central,Times Now,Rahul Shivshankar,Politics,Occasional,Fake,7.7,7.0,8,1,-2.45,3.4,37.7
VWR1398,Mar-2024,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Misleading,8.2,8.3,3,2,0.88,3.7,69.2
VWR1399,Nov-2022,26-40,Other,East,News18,Amish Devgan,Crime,Daily,Authentic,6.4,8.5,0,9,5.0,8.1,81.6
VWR1400,Oct-2025,18-25,Female,East,News18,Amish Devgan,Politics,Weekly,Fake,6.2,8.5,3,0,-1.29,3.4,47.3
VWR1401,Jul-2025,26-40,Male,South,Republic TV,Arnab Goswami,Health,Occasional,Authentic,8.3,9.2,0,9,5.0,7.6,100.0
VWR1402,Feb-2024,26-40,Female,North,Republic TV,Arnab Goswami,Health,Weekly,Authentic,8.5,8.1,1,7,4.31,7.7,89.7
VWR1403,Feb-2023,26-40,Male,Central,Republic TV,Arnab Goswami,Politics,Weekly,Authentic,8.8,9.0,1,3,1.75,6.5,77.3
VWR1404,Jan-2022,60+,Male,North,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,7.5,4.5,0,3,3.06,7.1,87.1
VWR1405,Nov-2022,18-25,Female,North,News18,Amish Devgan,Economy,Weekly,Misleading,6.7,7.0,2,3,1.83,5.4,61.4
VWR1406,Jun-2024,41-60,Male,West,Times Now,Navika Kumar,Politics,Daily,Fake,7.3,6.2,3,0,0.01,6.0,46.1
VWR1407,Dec-2023,60+,Female,North,Zee News/WION,Palki Sharma,Politics,Weekly,Authentic,6.7,4.5,0,6,2.81,9.3,92.8
VWR1408,Apr-2022,18-25,Male,South,Zee News/WION,Palki Sharma,Politics,Daily,Authentic,6.6,4.7,1,8,4.95,9.0,94.1
VWR1409,Oct-2023,41-60,Male,North,Times Now,Navika Kumar,Health,Occasional,Authentic,7.2,6.3,1,9,5.0,7.8,91.5
VWR1410,Oct-2025,26-40,Male,North,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,5.9,5.2,1,1,2.15,5.3,63.3
VWR1411,Aug-2022,18-25,Male,North,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Misleading,9.4,9.1,4,1,-0.77,4.9,44.7
VWR1412,Nov-2025,26-40,Female,North,Republic TV,Arnab Goswami,Crime,Daily,Authentic,10.0,8.8,1,5,2.56,6.1,91.1
VWR1413,Apr-2023,60+,Female,East,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Misleading,7.9,9.8,2,1,-0.43,5.2,76.7
VWR1414,Sep-2024,18-25,Female,West,Republic TV,Arnab Goswami,Politics,Weekly,Authentic,8.7,8.7,0,8,4.27,6.9,100.0
VWR1415,Sep-2024,26-40,Female,South,Times Now,Navika Kumar,Health,Daily,Authentic,7.1,5.5,0,3,3.33,7.8,80.7
VWR1416,Oct-2022,26-40,Male,West,NDTV,Ravish Kumar,Crime,Occasional,Misleading,5.3,3.8,1,3,2.85,8.3,76.2
VWR1417,Feb-2022,41-60,Female,North,Republic TV,Arnab Goswami,Politics,Weekly,Fake,9.5,8.8,4,1,-0.29,4.1,55.1
VWR1418,Aug-2025,18-25,Female,South,Republic TV,Arnab Goswami,Politics,Weekly,Authentic,8.8,9.8,1,7,2.72,6.6,71.4
VWR1419,Apr-2022,41-60,Female,North,Times Now,Rahul Shivshankar,Crime,Occasional,Authentic,8.6,5.3,1,6,4.46,6.9,78.2
VWR1420,Nov-2023,41-60,Female,East,NDTV,Ravish Kumar,Health,Occasional,Misleading,6.4,4.6,4,2,-0.21,5.2,62.6
VWR1421,Mar-2024,41-60,Female,South,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Misleading,8.8,9.3,3,1,-0.4,4.5,49.7
VWR1422,Sep-2024,60+,Male,East,Times Now,Navika Kumar,Crime,Occasional,Misleading,7.7,5.6,2,3,1.18,6.1,68.7
VWR1423,Sep-2024,41-60,Female,West,Republic TV,Arnab Goswami,Politics,Daily,Misleading,9.8,8.3,3,2,0.01,5.1,69.3
VWR1424,May-2025,18-25,Male,East,Republic TV,Arnab Goswami,Politics,Daily,Authentic,8.9,10.0,1,3,2.93,5.3,80.9
VWR1425,Aug-2023,26-40,Male,East,NDTV,Ravish Kumar,Politics,Weekly,Fake,5.4,2.9,4,0,0.13,6.4,56.5
VWR1426,Jan-2023,26-40,Female,Central,NDTV,Ravish Kumar,Health,Daily,Fake,5.8,2.8,8,1,-1.83,5.7,38.8
VWR1427,Nov-2022,26-40,Male,South,Republic TV,Arnab Goswami,Crime,Daily,Authentic,9.6,7.7,1,4,3.34,6.9,81.4
VWR1428,Jul-2023,26-40,Male,South,NDTV,Ravish Kumar,Health,Daily,Authentic,5.9,3.2,0,3,1.16,7.9,73.6
VWR1429,Aug-2024,26-40,Male,West,News18,Amish Devgan,Health,Daily,Authentic,6.2,7.3,0,5,3.16,7.2,96.1
VWR1430,Mar-2022,26-40,Female,East,Zee News/WION,Palki Sharma,Health,Weekly,Authentic,6.1,5.6,0,6,3.68,7.8,73.3
VWR1431,Jan-2023,60+,Male,North,Times Now,Rahul Shivshankar,Politics,Weekly,Misleading,7.5,6.1,2,1,-0.06,6.4,61.0
VWR1432,Apr-2024,18-25,Female,South,Times Now,Navika Kumar,Politics,Occasional,Authentic,7.2,5.6,1,4,1.41,8.3,71.2
VWR1433,Oct-2023,60+,Male,South,Times Now,Navika Kumar,Economy,Weekly,Misleading,8.2,7.2,1,1,0.78,6.1,70.0
VWR1434,Jul-2023,26-40,Male,South,News18,Amish Devgan,Health,Daily,Misleading,6.3,8.3,3,2,0.64,5.3,57.3
VWR1435,Jul-2024,41-60,Male,North,Republic TV,Arnab Goswami,Health,Daily,Authentic,9.5,8.2,0,3,2.09,5.9,94.8
VWR1436,Aug-2023,41-60,Female,Central,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.9,10.0,7,0,-2.71,2.9,44.3
VWR1437,Dec-2023,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Politics,Occasional,Authentic,9.8,8.8,1,4,2.05,5.6,67.0
VWR1438,Aug-2024,26-40,Female,South,News18,Amish Devgan,Health,Daily,Authentic,6.8,8.4,0,9,5.0,7.3,75.2
VWR1439,Sep-2022,26-40,Female,West,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Fake,8.9,8.7,8,1,-3.59,3.1,27.4
VWR1440,Jul-2023,26-40,Female,Central,News18,Amish Devgan,Crime,Occasional,Fake,7.3,5.5,4,0,-2.3,6.3,53.5
VWR1441,Nov-2023,60+,Female,North,NDTV,Ravish Kumar,Crime,Weekly,Authentic,5.9,3.4,1,3,1.36,7.4,69.4
VWR1442,Jan-2024,41-60,Male,North,Republic TV,Arnab Goswami,Politics,Daily,Fake,9.2,10.0,8,0,-4.3,3.6,28.4
VWR1443,Sep-2024,18-25,Female,East,News18,Amish Devgan,Politics,Daily,Fake,7.2,6.8,8,0,-3.96,2.9,27.2
VWR1444,Oct-2025,18-25,Female,West,Times Now,Rahul Shivshankar,Politics,Occasional,Fake,6.2,6.9,9,1,-3.85,3.7,39.1
VWR1445,Aug-2025,26-40,Female,North,Zee News/WION,Palki Sharma,Politics,Occasional,Authentic,6.8,4.9,0,9,5.0,9.5,93.9
VWR1446,Feb-2022,18-25,Female,Central,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Misleading,8.8,6.5,4,1,-1.75,5.6,49.0
VWR1447,Mar-2022,41-60,Female,South,News18,Amish Devgan,Politics,Daily,Authentic,6.9,8.8,1,4,3.2,5.1,83.0
VWR1448,Apr-2024,18-25,Other,South,Zee News/WION,Palki Sharma,Politics,Occasional,Misleading,7.5,4.3,3,1,-0.2,5.2,69.0
VWR1449,Jan-2025,26-40,Male,South,NDTV,Ravish Kumar,Economy,Weekly,Authentic,5.5,3.9,0,6,3.42,8.9,77.1
VWR1450,Nov-2024,18-25,Female,North,News18,Amish Devgan,Crime,Weekly,Authentic,6.8,7.4,0,9,4.96,7.7,100.0
VWR1451,Feb-2023,26-40,Female,West,Times Now,Navika Kumar,Politics,Weekly,Authentic,8.2,7.8,0,5,4.39,7.2,81.6
VWR1452,Dec-2023,41-60,Female,Central,News18,Amish Devgan,Health,Occasional,Fake,6.6,7.8,4,0,-1.83,5.3,56.3
VWR1453,Jan-2025,26-40,Male,South,Zee News/WION,Palki Sharma,Economy,Daily,Misleading,6.2,4.8,3,3,0.76,6.0,68.7
VWR1454,Mar-2022,60+,Female,Central,Times Now,Navika Kumar,Politics,Daily,Misleading,7.1,6.1,2,3,1.1,5.9,67.7
VWR1455,Nov-2023,41-60,Female,West,Republic TV,Arnab Goswami,Crime,Weekly,Fake,9.6,10.0,8,0,-2.98,1.1,33.5
VWR1456,Oct-2024,26-40,Male,South,NDTV,Ravish Kumar,Crime,Weekly,Fake,5.9,2.0,3,1,0.54,7.4,61.8
VWR1457,Sep-2022,18-25,Female,East,News18,Amish Devgan,Politics,Occasional,Authentic,6.4,8.0,0,5,3.51,8.2,73.7
VWR1458,Jun-2023,41-60,Male,South,News18,Amish Devgan,Health,Daily,Fake,6.7,6.6,9,1,-3.22,2.9,23.4
VWR1459,Feb-2022,60+,Other,East,Aaj Tak,Anjana Om Kashyap,Economy,Occasional,Fake,8.4,9.8,4,0,-1.75,4.4,65.6
VWR1460,Oct-2023,41-60,Male,North,News18,Amish Devgan,Economy,Daily,Misleading,7.0,7.6,2,3,0.83,6.7,76.8
VWR1461,Nov-2024,18-25,Male,West,Times Now,Rahul Shivshankar,Politics,Weekly,Authentic,7.7,7.7,1,6,4.69,7.4,89.9
VWR1462,Jul-2024,60+,Male,North,News18,Amish Devgan,Politics,Daily,Authentic,7.2,7.6,0,9,5.0,7.6,95.3
VWR1463,Feb-2024,26-40,Female,West,Republic TV,Arnab Goswami,Economy,Weekly,Misleading,8.3,8.1,2,1,-0.48,4.8,47.4
VWR1464,Feb-2023,41-60,Male,West,News18,Amish Devgan,Crime,Weekly,Authentic,7.5,6.8,1,5,1.98,7.3,74.3
VWR1465,Sep-2025,60+,Female,North,NDTV,Ravish Kumar,Politics,Daily,Authentic,5.9,4.0,1,4,2.98,7.9,78.3
VWR1466,Dec-2025,18-25,Female,South,Republic TV,Arnab Goswami,Health,Daily,Fake,9.9,9.6,8,1,-5.0,2.8,45.7
VWR1467,Apr-2024,60+,Female,South,NDTV,Ravish Kumar,Politics,Weekly,Authentic,6.0,4.4,0,5,3.91,8.3,85.9
VWR1468,Nov-2022,26-40,Male,East,Times Now,Rahul Shivshankar,Politics,Occasional,Authentic,8.1,7.5,0,8,5.0,7.5,96.7
VWR1469,Aug-2024,60+,Other,South,NDTV,Ravish Kumar,Economy,Daily,Authentic,6.0,2.7,0,8,5.0,9.4,91.6
VWR1470,Sep-2023,26-40,Female,East,Zee News/WION,Palki Sharma,Politics,Daily,Fake,7.2,4.4,9,1,-2.02,4.4,37.7
VWR1471,Nov-2023,60+,Male,South,Times Now,Navika Kumar,Politics,Daily,Fake,7.5,6.9,4,1,0.55,5.7,45.2
VWR1472,Dec-2023,18-25,Male,North,Zee News/WION,Palki Sharma,Politics,Occasional,Authentic,6.5,3.1,0,9,5.0,8.6,97.5
VWR1473,Dec-2022,41-60,Male,North,NDTV,Ravish Kumar,Crime,Daily,Authentic,6.9,4.8,0,8,5.0,9.2,91.2
VWR1474,Mar-2022,26-40,Female,North,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.9,7.6,0,6,3.96,7.4,97.6
VWR1475,Jun-2022,26-40,Male,West,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,9.0,9.8,9,0,-3.83,1.0,10.0
VWR1476,Dec-2025,18-25,Male,Central,News18,Amish Devgan,Crime,Weekly,Fake,6.4,6.2,5,0,-0.85,5.2,43.8
VWR1477,Dec-2022,41-60,Female,South,Zee News/WION,Palki Sharma,Health,Daily,Authentic,5.9,6.0,0,8,5.0,9.0,95.0
VWR1478,Aug-2023,18-25,Female,East,Zee News/WION,Palki Sharma,Politics,Occasional,Misleading,6.6,6.8,1,3,1.31,6.0,56.7
VWR1479,Jun-2022,26-40,Female,North,Zee News/WION,Palki Sharma,Health,Weekly,Fake,6.6,3.9,8,1,-2.09,5.3,42.4
VWR1480,Aug-2023,26-40,Female,East,Times Now,Rahul Shivshankar,Politics,Weekly,Authentic,7.2,7.8,1,6,4.28,7.0,80.9
VWR1481,Feb-2023,60+,Male,North,Zee News/WION,Palki Sharma,Health,Daily,Authentic,6.6,5.0,0,5,5.0,9.3,74.9
VWR1482,May-2025,18-25,Female,East,Republic TV,Arnab Goswami,Crime,Occasional,Authentic,10.0,8.3,0,3,2.37,6.3,83.6
VWR1483,Aug-2025,18-25,Male,Central,Times Now,Navika Kumar,Politics,Daily,Fake,7.5,7.2,3,0,-1.02,4.8,47.0
VWR1484,Jan-2022,18-25,Female,North,Republic TV,Arnab Goswami,Health,Daily,Misleading,8.6,10.0,4,2,0.03,4.9,62.5
VWR1485,Aug-2023,26-40,Female,West,Aaj Tak,Anjana Om Kashyap,Politics,Daily,Authentic,8.6,8.3,1,3,2.07,6.9,73.0
VWR1486,Oct-2023,18-25,Male,North,Times Now,Rahul Shivshankar,Politics,Weekly,Misleading,7.1,8.1,2,3,1.54,7.0,64.2
VWR1487,Apr-2025,26-40,Female,South,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,7.3,5.9,3,0,0.29,4.8,44.9
VWR1488,Jul-2024,41-60,Male,North,News18,Amish Devgan,Health,Weekly,Authentic,6.8,6.3,0,3,1.83,7.0,69.8
VWR1489,Jul-2024,41-60,Male,South,Times Now,Rahul Shivshankar,Politics,Daily,Authentic,7.3,7.3,1,7,4.32,6.9,92.5
VWR1490,Apr-2024,26-40,Female,North,Times Now,Rahul Shivshankar,Politics,Weekly,Authentic,6.9,7.2,1,9,4.68,9.6,100.0
VWR1491,Dec-2022,18-25,Female,South,Aaj Tak,Anjana Om Kashyap,Politics,Weekly,Fake,8.6,8.2,4,1,0.02,4.5,58.1
VWR1492,Apr-2023,41-60,Female,South,Times Now,Rahul Shivshankar,Crime,Daily,Authentic,7.2,7.8,0,3,2.31,6.8,75.3
VWR1493,Sep-2024,18-25,Female,South,Aaj Tak,Anjana Om Kashyap,Crime,Weekly,Fake,7.2,9.2,8,0,-3.27,2.7,38.5
VWR1494,Nov-2024,41-60,Female,East,Republic TV,Arnab Goswami,Politics,Daily,Authentic,10.0,10.0,1,7,3.47,6.7,88.0
VWR1495,Aug-2025,26-40,Male,Central,News18,Amish Devgan,Politics,Weekly,Fake,7.5,7.4,5,0,-2.17,2.9,40.2
VWR1496,Apr-2022,26-40,Male,South,News18,Amish Devgan,Crime,Daily,Fake,6.8,8.0,8,0,-4.22,3.9,25.7
VWR1497,Oct-2022,26-40,Male,North,News18,Amish Devgan,Health,Weekly,Authentic,7.0,7.1,0,8,5.0,8.8,90.5
VWR1498,Oct-2024,41-60,Male,North,Times Now,Rahul Shivshankar,Health,Occasional,Fake,6.9,8.8,8,1,-3.9,2.8,31.4
VWR1499,May-2025,18-25,Female,West,Times Now,Rahul Shivshankar,Economy,Occasional,Misleading,8.3,6.5,1,2,1.28,4.8,69.0
VWR1500,Mar-2022,26-40,Male,East,Zee News/WION,Palki Sharma,Politics,Daily,Misleading,7.4,6.7,3,2,0.12,6.5,72.8
VWR1501,Jul-2024,18-25,Male,South,Times Now,Navika Kumar,Economy,Daily,Authentic,7.3,6.8,0,6,4.13,8.4,88.2
VWR1502,Jul-2024,41-60,Male,North,Times Now,Navika Kumar,Politics,Daily,Misleading,7.7,5.7,2,2,1.7,6.7,75.8
VWR1503,Jan-2022,60+,Female,South,Republic TV,Arnab Goswami,Economy,Occasional,Misleading,9.3,10.0,3,1,-1.95,3.9,56.5
VWR1504,May-2022,26-40,Female,North,Times Now,Rahul Shivshankar,Politics,Weekly,Fake,6.8,7.3,5,1,-1.84,4.3,47.2
VWR1505,May-2022,26-40,Male,Central,Times Now,Rahul Shivshankar,Crime,Daily,Misleading,7.3,7.9,2,3,0.55,6.6,55.4
VWR1506,Feb-2022,60+,Female,Central,Times Now,Rahul Shivshankar,Politics,Daily,Fake,7.6,8.2,3,1,-0.52,4.5,61.6
VWR1507,Mar-2023,26-40,Male,North,Times Now,Navika Kumar,Politics,Occasional,Authentic,7.0,7.1,1,4,0.74,6.6,69.8
VWR1508,Jan-2022,26-40,Female,East,Times Now,Navika Kumar,Health,Weekly,Authentic,7.1,6.3,1,9,5.0,8.2,85.6
VWR1509,Sep-2023,26-40,Male,North,News18,Amish Devgan,Health,Daily,Authentic,7.0,8.3,0,5,3.14,6.8,74.4
VWR1510,Jan-2025,41-60,Male,South,Zee News/WION,Palki Sharma,Economy,Daily,Fake,6.5,5.0,8,0,-3.01,4.2,35.8
VWR1511,Jul-2022,18-25,Female,West,Zee News/WION,Palki Sharma,Crime,Daily,Fake,6.5,5.5,9,1,-2.5,4.1,27.9
VWR1512,Nov-2022,41-60,Female,East,News18,Amish Devgan,Crime,Weekly,Authentic,6.5,5.8,1,3,2.55,7.9,84.7
VWR1513,Feb-2024,26-40,Male,South,NDTV,Ravish Kumar,Politics,Occasional,Authentic,5.4,3.9,1,9,5.0,9.5,100.0
VWR1514,Jun-2025,18-25,Female,North,Republic TV,Arnab Goswami,Economy,Occasional,Authentic,8.6,9.0,1,6,2.84,6.7,77.7
VWR1515,Feb-2022,41-60,Female,West,Aaj Tak,Anjana Om Kashyap,Crime,Daily,Authentic,9.2,10.0,1,7,3.18,6.9,66.5
VWR1516,Jun-2024,26-40,Female,East,Republic TV,Arnab Goswami,Health,Weekly,Fake,8.1,10.0,8,1,-2.77,2.0,37.4
VWR1517,Feb-2023,18-25,Male,South,News18,Amish Devgan,Crime,Daily,Fake,7.6,7.7,3,0,-0.26,5.3,50.5
